item_id,baseline,source_file,reference,classification,reference_scope,priority,change_type,proposed_action,code_change_required,configuration_change_required,reason,current_status
PATH-0059,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3c_contact_gap_debug.py,/tmp/openworldtactile_uipc_v5_new_3c_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0060,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3d_pad_alignment.py,/tmp/openworldtactile_uipc_v5_new_3d_pad_center_align,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0061,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3d_pad_alignment.py,/tmp/openworldtactile_uipc_v5_new_3d_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0062,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3e_pad_center_freeze.py,/tmp/openworldtactile_uipc_v5_new_3e_visual_clean_pad_center_freeze,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0063,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3e_pad_center_freeze.py,/tmp/openworldtactile_uipc_v5_new_3e_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0064,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3f_visual_membrane.py,/tmp/openworldtactile_uipc_v5_new_3f_single_visual_membrane,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0065,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3f_visual_membrane.py,/tmp/openworldtactile_uipc_v5_new_3f_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0066,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3g_back_visual_membrane.py,/tmp/openworldtactile_uipc_v5_new_3g_keep_back_visual_membrane,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0067,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3g_back_visual_membrane.py,/tmp/openworldtactile_uipc_v5_new_3g_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0068,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_close.py,/tmp/openworldtactile_uipc_v5_new_3h_swap_visual_membrane_layers,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0069,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_close.py,/tmp/openworldtactile_uipc_v5_new_3h_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0070,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_lift_check.py,/tmp/openworldtactile_uipc_v5_new_3h_swap_visual_membrane_layers,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0071,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_lift_check.py,/tmp/openworldtactile_uipc_v5_new_3h_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0072,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_swap_membrane_layers.py,/tmp/openworldtactile_uipc_v5_new_3h_swap_visual_membrane_layers,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0073,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_swap_membrane_layers.py,/tmp/openworldtactile_uipc_v5_new_3h_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0074,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_uv_idw.py,/tmp/openworldtactile_uipc_v5_new_3h_swap_visual_membrane_layers,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0075,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_3h_uv_idw.py,/tmp/openworldtactile_uipc_v5_new_3h_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0076,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_1_force_projection_calibration.py,/tmp/openworldtactile_uipc_v5_new_4_1_native_force_projection_calibration,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0077,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_1_force_projection_calibration.py,/tmp/openworldtactile_uipc_v5_new_4_1_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0078,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_2_projection_sign_calibration.py,/tmp/openworldtactile_uipc_v5_new_4_2_native_projection_sign_correlation_calibration_check,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0079,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_2_projection_sign_calibration.py,/tmp/openworldtactile_uipc_v5_new_4_2_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0080,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_3_contact_patch_localization.py,/tmp/openworldtactile_uipc_v5_new_4_2_native_projection_sign_correlation_calibration_check,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0081,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_3_contact_patch_localization.py,/tmp/openworldtactile_uipc_v5_new_4_3_native_contact_patch_localization,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0082,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_4_gradient_geometry_audit.py,/tmp/openworldtactile_uipc_v5_new_4_4_native_gradient_source_geometry_audit,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0083,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_4_gradient_geometry_audit.py,/tmp/openworldtactile_uipc_v5_new_4_4_native_gradient_source_geometry_audit,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0084,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_4_gradient_geometry_audit.py,/tmp/openworldtactile_uipc_v5_new_4_4_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0085,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_5_front_face_filter.py,/tmp/openworldtactile_uipc_v5_new_4_4_native_gradient_source_geometry_audit,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0086,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_5_front_face_filter.py,/tmp/openworldtactile_uipc_v5_new_4_5_native_front_face_source_filter,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0087,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_force_probe.py,/tmp/openworldtactile_uipc_v5_new_4_native_uipc_force_probe,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0088,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_4_force_probe.py,/tmp/openworldtactile_uipc_v5_new_4_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0089,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5_membrane_inspector.py,/tmp/openworldtactile_uipc_v5_new_5_minimal_visual_membrane_inspector,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0090,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5_proxy_output.py,/tmp/openworldtactile_uipc_v5_new_5_official_proxy_tactile_output,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0091,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5_proxy_output.py,/tmp/openworldtactile_uipc_v5_new_5_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0092,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5c_pressure_field_reconstruction.py,/tmp/openworldtactile_uipc_v5_new_5c_pressure_field_reconstruction,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0093,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5c_pressure_field_reconstruction.py,/tmp/openworldtactile_uipc_v5_new_5c_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0094,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5e_tangential_shear_proxy.py,/tmp/openworldtactile_uipc_v5_new_5e_tangential_shear_proxy,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0095,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_5e_tangential_shear_proxy.py,/tmp/openworldtactile_uipc_v5_new_5e_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0096,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_6_constitutive_deformation.py,/tmp/openworldtactile_uipc_v5_new_6_constitutive_deformation_tactile,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0097,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_6_constitutive_deformation.py,/tmp/openworldtactile_uipc_v5_new_6_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0098,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7a_membrane_deformation_probe.py,/tmp/openworldtactile_uipc_v5_new_7a_membrane_deformation_probe,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0099,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7a_membrane_deformation_probe.py,/tmp/openworldtactile_uipc_v5_new_7a_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0100,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7b_membrane_contact_probe.py,/tmp/openworldtactile_uipc_v5_new_7b_membrane_contact_probe,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0101,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7b_membrane_contact_probe.py,/tmp/openworldtactile_uipc_v5_new_7b_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0102,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7c_attachment_follow_validation.py,/tmp/openworldtactile_uipc_v5_new_7c_attachment_follow_validation,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0103,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7c_attachment_follow_validation.py,/tmp/openworldtactile_uipc_v5_new_7c_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0104,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7c_pad_follow_probe.py,/tmp/openworldtactile_uipc_v5_new_7c_pad_uipc_follow_probe,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0105,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7c_pad_follow_probe.py,/tmp/openworldtactile_uipc_v5_new_7c_pad_uipc_follow_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0106,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7d_backface_follow.py,/tmp/openworldtactile_uipc_v5_new_7d_backface_attachment_follow,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0107,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7d_backface_follow.py,/tmp/openworldtactile_uipc_v5_new_7d_backface_attachment_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0108,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7e_indenter_deformation.py,/tmp/openworldtactile_uipc_v5_new_7e_static_contact,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0109,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7e_indenter_deformation.py,/tmp/openworldtactile_uipc_v5_new_7e_static_contact_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0110,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7f_deformation_field_probe.py,/tmp/openworldtactile_uipc_v5_new_7e_check,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0111,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7g_lateral_shear_deformation_probe.py,/tmp/openworldtactile_uipc_v5_new_7g_shear_lateral,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
PATH-0112,active-isaaclab-2.1,active-isaaclab-2.1/experiments/tactile-bench/OpenWorldTactile_v5_new_7g_lateral_shear_deformation_probe.py,/tmp/openworldtactile_uipc_v5_new_7g_shear_lateral_workspace,runtime_output_or_temporary_path,code_or_script,low,runtime_output,保留运行时生成逻辑；目标环境按需设置输出/临时目录,no,possible,属于输出或临时路径，不是重构后的静态输入缺失,当前保留为运行时输出或临时路径
